"ObjectID","GlobalID","SampleDateTime","SampleLocationAccuracy","Gear","PointId","GearPointId","Sector","DissolvedOxygen_mgL","Conductivity_umhosCm","Salinity_ppt","TDS_mgL","pH","Turbidity_NTU","Temperature_F","Notes","CreationDate","Creator","EditDate","Editor","SecchiDepth_m","Precipitation","CloudCover","X","Y"
465,"de7f5699-449e-4e77-8f4b-24f098fbdd3f",2024-10-02 13:19:00,"4","CrabTrap","J11","CrabTrapJ11","5",8.28,1529,0.7,920,7.38,6.65,84.1,NA,2024-10-02 14:58:48.791,"GeneralUser.lmmp",2024-10-02 14:58:48.791,"GeneralUser.lmmp",NA,"No","0",-90.5151940398481,30.2713798023531
466,"143ab4be-7dea-483f-9882-ab917ad63b82",2024-10-02 13:27:00,"4","CrabTrap","K11","CrabTrapK11","5",8.07,1560,0.73,949,7.24,5.82,82.4,NA,2024-10-02 14:58:49.065,"GeneralUser.lmmp",2024-10-02 14:58:49.065,"GeneralUser.lmmp",NA,"No","0",-90.5075524954769,30.2668103751604
467,"460d89ab-e917-41e3-b428-c92d7c7d4fa2",2024-10-02 13:37:00,"6","CrabTrap","K15","CrabTrapK15","5",7.4,1251,0.59,776,7,4.22,80.6,NA,2024-10-02 14:58:49.535,"GeneralUser.lmmp",2024-10-02 14:58:49.535,"GeneralUser.lmmp",NA,"No","0",-90.5254894872614,30.2384232405155
468,"d63d040e-93fa-4096-85a4-a3c04a33d94a",2024-10-03 07:10:00,"4","Electrofishing","33ESH","Electrofishing33ESH","2",6.05,1640,0.8,1034,6.82,2.65,79.9,NA,2024-10-03 15:43:42.921,"GeneralUser.lmmp",2024-10-03 15:43:42.921,"GeneralUser.lmmp",NA,"No","0",-90.4283514741496,30.2520947937618
469,"69506ac4-86fb-40af-81c3-7addae84959e",2024-10-03 07:58:00,"3","Electrofishing","36ESH","Electrofishing36ESH","2",6.44,1627,0.79,1029,6.96,3.27,69.6,NA,2024-10-03 15:43:43.748,"GeneralUser.lmmp",2024-10-03 15:43:43.748,"GeneralUser.lmmp",NA,"No","0",-90.4299105252743,30.2382301162929
470,"91c431da-fc42-4af3-ac81-ad23aae61a15",2024-10-03 08:41:00,"4","Electrofishing","39ESH","Electrofishing39ESH","2",6.57,1618,0.79,1025,6.87,3,79.4,NA,2024-10-03 15:43:44.259,"GeneralUser.lmmp",2024-10-03 15:43:44.259,"GeneralUser.lmmp",NA,"No","25",-90.4343702038923,30.2260235069464
471,"f365a5c7-67b7-48f3-9663-d6c35a5e4807",2024-10-03 09:20:00,"4","Electrofishing","46ESH","Electrofishing46ESH","3",6.48,1468,0.72,934,6.72,3.31,79.1,NA,2024-10-03 15:43:44.8,"GeneralUser.lmmp",2024-10-03 15:43:44.8,"GeneralUser.lmmp",NA,"No","25",-90.4544643485243,30.2004011112681
472,"7cc943ce-b819-44d4-aaef-4574d818df8f",2024-10-03 10:02:00,"4","Electrofishing","48ESH","Electrofishing48ESH","3",6.75,1521,0.74,964,6.91,3.52,79.3,NA,2024-10-03 15:43:45.585,"GeneralUser.lmmp",2024-10-03 15:43:45.585,"GeneralUser.lmmp",NA,"No","50",-90.4576945708615,30.1923576867044
473,"9fd8bd7d-41ff-4abd-b3f0-af09bbd44ac9",2024-10-03 10:43:00,"4","Electrofishing","54ESH","Electrofishing54ESH","3",6.61,1352,0.65,852,7.13,5.23,79.87,NA,2024-10-03 15:43:46.2,"GeneralUser.lmmp",2024-10-03 15:43:46.2,"GeneralUser.lmmp",NA,"No","75",-90.4823544253028,30.1776690850872
474,"215c9c99-d90c-43d8-b23b-c8941c8c9421",2024-10-03 11:24:00,"6","Electrofishing","55ESH","Electrofishing55ESH","3",6.66,1262,0.61,797,6.93,8.96,79.8,NA,2024-10-03 15:43:46.728,"GeneralUser.lmmp",2024-10-03 15:43:46.728,"GeneralUser.lmmp",NA,"No","75",-90.4889369498908,30.1750908598019
475,"c4248d57-3e11-43a0-9ced-c4ef76508bef",2024-10-03 12:20:00,"3","Electrofishing","67ESH","Electrofishing67ESH","3",6.57,1053,0.49,654,6.97,10.26,81.4,NA,2024-10-03 15:43:47.26,"GeneralUser.lmmp",2024-10-03 15:43:47.26,"GeneralUser.lmmp",NA,"No","100",-90.5442901254041,30.1706531539843
476,"452bec3e-1481-407e-bbaa-1638639580b1",2024-10-03 13:09:00,"1.5","Electrofishing","68ESH","Electrofishing68ESH","3",6.39,936,0.43,576,6.89,11.16,82.3,NA,2024-10-03 15:43:47.756,"GeneralUser.lmmp",2024-10-03 15:43:47.756,"GeneralUser.lmmp",NA,"No","100",-90.5514469781897,30.1700221759574
477,"6adbe495-c259-4fec-a6e6-eb6fb3c2217a",2024-10-08 13:32:00,"4","Electrofishing","6ESH","Electrofishing6ESH","1",7.82,1901,0.93,1204,7.32,3.2,79.9,NA,2024-10-09 13:51:21.677,"GeneralUser.lmmp",2024-10-09 13:51:21.677,"GeneralUser.lmmp",NA,"No","0",-90.4485195490409,30.3264754178372
478,"3367f341-2aa4-4595-98f2-b3540a3379a2",2024-10-08 14:06:00,"3","Electrofishing","8ESH","Electrofishing8ESH","1",7.78,1923,0.95,1217,6.93,4.57,79.5,NA,2024-10-09 13:51:22.431,"GeneralUser.lmmp",2024-10-09 13:51:22.431,"GeneralUser.lmmp",NA,"No","0",-90.4383443579323,30.3234609545301
479,"272628d9-276f-42e9-8426-5b458c6fcd42",2024-10-08 14:44:00,"4","Electrofishing","10ESH","Electrofishing10ESH","1",7.65,1835,0.9,1161,6.91,2.8,79.5,NA,2024-10-09 13:51:23.09,"GeneralUser.lmmp",2024-10-09 13:51:23.09,"GeneralUser.lmmp",NA,"No","0",-90.4289241890052,30.3204365565142
480,"f4ee5d18-281b-407f-a869-3bffe2569767",2024-10-08 15:21:00,"4","Electrofishing","12ESH","Electrofishing12ESH","1",7.74,1875,0.92,1185,7,3.25,79.7,NA,2024-10-09 13:51:23.556,"GeneralUser.lmmp",2024-10-09 13:51:23.556,"GeneralUser.lmmp",NA,"No",NA,-90.4216197979236,30.3153214220533
481,"5fe4ce2a-23f2-4ec4-b761-d653fd24b181",2024-10-09 11:05:00,"2","Electrofishing","110ESH","Electrofishing110ESH","6",3.96,1096,0.53,696,6.25,4.45,79.1,NA,2024-10-09 13:51:23.931,"GeneralUser.lmmp",2024-10-09 13:51:23.931,"GeneralUser.lmmp",NA,"No","0",-90.5528480272477,30.2995713349224
482,"0d7fcaa0-18ba-40db-9735-81dbc3953f97",2024-10-09 11:07:00,"4","Electrofishing","111ESH","Electrofishing111ESH","6",3.87,1095,0.53,695,6.18,4.55,79.2,NA,2024-10-09 13:51:24.631,"GeneralUser.lmmp",2024-10-09 13:51:24.631,"GeneralUser.lmmp",NA,"No","0",-90.55287769347,30.2996171681246
483,"24b43549-a065-4a1e-9788-812095eb3ed0",2024-10-10 07:28:00,"4","Electrofishing","114ESH","Electrofishing114ESH","6",6.22,1178,0.59,760,6.89,6.15,76.7,NA,2024-10-16 09:03:42.933,"GeneralUser.lmmp",2024-10-16 09:03:42.933,"GeneralUser.lmmp",NA,"No","0",-90.5367837932639,30.308221358305
484,"5c862efb-76e3-4d10-b39b-e2106b8ac19d",2024-10-10 08:14:00,"4","Electrofishing","119ESH","Electrofishing119ESH","6",6.5,1258,0.63,824,6.84,5.43,76.3,NA,2024-10-16 09:03:43.986,"GeneralUser.lmmp",2024-10-16 09:03:43.986,"GeneralUser.lmmp",NA,"No","0",-90.5202024966632,30.3226085454994
485,"469a8f76-6213-4c17-8890-95ed76ea392c",2024-10-10 08:53:00,"4","Electrofishing","124ESH","Electrofishing124ESH","6",7.08,1187,0.59,776,6.96,6.07,76.5,NA,2024-10-16 09:03:44.537,"GeneralUser.lmmp",2024-10-16 09:03:44.537,"GeneralUser.lmmp",NA,"No","0",-90.4959314468968,30.3371989228573
486,"04a49b05-2fc2-4341-9d47-3f30f9bb6708",2024-10-10 08:55:00,"4","Electrofishing","125ESH","Electrofishing125ESH","6",7.07,1186,0.59,775,6.74,6.1,76.5,NA,2024-10-16 09:03:45.383,"GeneralUser.lmmp",2024-10-16 09:03:45.383,"GeneralUser.lmmp",NA,"No","0",-90.4960921156563,30.3373120640738
487,"449e8abd-642e-47dc-a7e2-386deedf7f44",2024-10-10 10:48:00,"4","Electrofishing","70ESH","Electrofishing70ESH","4",7.87,870,0.42,557,7.28,23.57,78.4,NA,2024-10-16 09:03:46.076,"GeneralUser.lmmp",2024-10-16 09:03:46.076,"GeneralUser.lmmp",NA,"No","0",-90.559828382338,30.1720416934115
488,"b3a13fba-1410-4d0e-bced-842c21a3a1d6",2024-10-10 11:32:00,"4","Electrofishing","73ESH","Electrofishing73ESH","4",8.87,842,0.4,536,7.59,17.74,79.2,NA,2024-10-16 09:03:46.837,"GeneralUser.lmmp",2024-10-16 09:03:46.837,"GeneralUser.lmmp",NA,"No","0",-90.572612680648,30.1763361520799
489,"e58b94b8-4cf7-4833-a4ce-a22fe7560688",2024-10-10 12:14:00,"4","Electrofishing","76ESH","Electrofishing76ESH","4",9.46,835,0.4,529,8.05,1782,79.5,NA,2024-10-16 09:03:47.455,"GeneralUser.lmmp",2024-10-16 09:03:47.455,"GeneralUser.lmmp",NA,"No","0",-90.5848231896774,30.1843548454902
490,"8eb0fa00-e38c-4ed5-8b3d-5d8081da0dab",2024-10-10 12:57:00,"4","Electrofishing","77ESH","Electrofishing77ESH","4",9.63,836,0.39,523,8.35,18.59,80.1,NA,2024-10-16 09:03:48.283,"GeneralUser.lmmp",2024-10-16 09:03:48.283,"GeneralUser.lmmp",NA,"No","0",-90.5883757067853,30.185888221819
491,"68acb87c-0b59-4c34-8e19-d3bc06aed8cb",2024-10-15 07:29:00,"4","GillnetInshore","155IN","GillnetInshore155IN","2",7.13,1809,0.9,1163,7.08,2.73,78,NA,2024-10-16 09:03:48.936,"GeneralUser.lmmp",2024-10-16 09:03:48.936,"GeneralUser.lmmp",NA,"No","100",-90.4286495451176,30.2563432986685
492,"c0d6ec73-5315-446c-9379-0a6919212f69",2024-10-15 07:40:00,"4","GillnetInshore","89IN","GillnetInshore89IN","1",7.48,1340,0.66,863,7.04,4.68,77.9,NA,2024-10-16 09:03:49.562,"GeneralUser.lmmp",2024-10-16 09:03:49.562,"GeneralUser.lmmp",NA,"No","100",-90.4277294752355,30.2978072245109
493,"86268a34-5000-48c9-8ab3-bea615478e5c",2024-10-15 08:09:00,"6","GillnetInshore","67IN","GillnetInshore67IN","1",6.57,1273,0.63,821,7.12,6.5,77.7,NA,2024-10-16 09:03:50.039,"GeneralUser.lmmp",2024-10-16 09:03:50.039,"GeneralUser.lmmp",NA,"No","100",-90.4173521669815,30.3127644535416
494,"cc2ad00f-a1e8-4a0a-9414-4fc7eaf3b4cc",2024-10-15 08:31:00,"8","GillnetInshore","50IN","GillnetInshore50IN","1",7.2,1215,0.6,787,7.17,4.48,77.4,NA,2024-10-16 09:03:50.378,"GeneralUser.lmmp",2024-10-16 09:03:50.378,"GeneralUser.lmmp",NA,"No","100",-90.4307029989879,30.3193512590954
495,"38a3d441-efaa-45e9-b602-4086200d7b89",2024-10-22 07:50:00,"4","GillnetInshore","189IN","GillnetInshore189IN","2",7.95,1411,0.78,1006,6.76,3.58,68.7,NA,2024-10-23 13:12:28.162,"GeneralUser.lmmp",2024-10-23 13:12:28.162,"GeneralUser.lmmp",NA,"No","25",-90.4311850717691,30.2338569584649
496,"9acca746-6233-4076-8ac1-b3bca3aff9d9",2024-10-22 08:11:00,"4","GillnetInshore","214IN","GillnetInshore214IN","3",8.05,1021,0.56,732,7,7.03,68.2,NA,2024-10-23 13:12:28.767,"GeneralUser.lmmp",2024-10-23 13:12:28.767,"GeneralUser.lmmp",NA,"No","25",-90.452959363337,30.2038876837608
497,"0ca74ce9-760d-4bd0-8789-4d239dbe048b",2024-10-22 08:40:00,"3","GillnetInshore","270IN","GillnetInshore270IN","3",8.03,1081,0.6,778,7.08,17.03,67.8,NA,2024-10-23 13:12:29.477,"GeneralUser.lmmp",2024-10-23 13:12:29.477,"GeneralUser.lmmp",NA,"No","25",-90.4969762039531,30.1742122981625
498,"5caa1782-95bc-4f0f-95f4-0d451baf2831",2024-10-22 08:55:00,"0.75","GillnetInshore","275IN","GillnetInshore275IN","3",7.92,1094,0.59,766,7.07,14.43,68,NA,2024-10-23 13:12:29.895,"GeneralUser.lmmp",2024-10-23 13:12:29.895,"GeneralUser.lmmp",NA,"No","25",-90.4994150819837,30.173730971238
499,"fbae26d2-d67d-42a8-a6a9-6bebc5a2edf6",2024-10-22 09:31:00,"4","GillnetInshore","329IN","GillnetInshore329IN","4",8.42,1110,0.6,780,7.13,28.8,68.8,NA,2024-10-23 13:12:30.463,"GeneralUser.lmmp",2024-10-23 13:12:30.463,"GeneralUser.lmmp",NA,"No","25",-90.5576585242303,30.1716684652734
500,"01cf238c-623b-4dd8-a1be-4c35ccd64caf",2024-10-22 09:51:00,"4","GillnetInshore","346IN","GillnetInshore346IN","4",8.68,1108,0.59,771,7.12,32.24,70.7,NA,2024-10-23 13:12:30.866,"GeneralUser.lmmp",2024-10-23 13:12:30.866,"GeneralUser.lmmp",NA,"No","25",-90.5725739064386,30.1766485728684
501,"aa209023-0dd3-4a38-8a88-bfded7277522",2024-10-23 07:54:00,"4","GillnetInshore","397IN","GillnetInshore397IN","4",6.85,1132,0.61,796,6.86,14.04,70,NA,2024-10-23 13:12:31.231,"GeneralUser.lmmp",2024-10-23 13:12:31.231,"GeneralUser.lmmp",NA,"No","0",-90.5836077208406,30.2089738667572
502,"ea98051d-a807-4486-b947-c0181f3a0e8e",2024-10-23 08:28:00,"2","GillnetInshore","460IN","GillnetInshore460IN","5",7.62,1339,0.74,954,6.93,16.31,68.7,NA,2024-10-23 13:12:31.68,"GeneralUser.lmmp",2024-10-23 13:12:31.68,"GeneralUser.lmmp",NA,"No","0",-90.5810398223187,30.2607557668655
503,"15848c1e-5430-47a7-97bf-804ecc911d00",2024-10-23 08:50:00,"4","GillnetInshore","462IN","GillnetInshore462IN","5",7.67,1338,0.74,954,6.96,16.16,68.7,NA,2024-10-23 13:12:32.181,"GeneralUser.lmmp",2024-10-23 13:12:32.181,"GeneralUser.lmmp",NA,"No","0",-90.5806860400038,30.2623423514423
504,"2570ad0d-e821-4a18-8d59-58437e0b24af",2024-10-23 09:22:00,"4","GillnetInshore","531IN","GillnetInshore531IN","6",7.28,1507,0.83,1063,6.5,10.73,69.7,NA,2024-10-23 13:12:32.65,"GeneralUser.lmmp",2024-10-23 13:12:32.65,"GeneralUser.lmmp",NA,"No","0",-90.5354133842185,30.3094063839771
505,"128272cf-d7d6-4308-a09e-a176f5977696",2024-10-23 09:43:00,"4","GillnetInshore","543IN","GillnetInshore543IN","6",7.3,1447,0.79,1019,6.4,9.29,69.9,NA,2024-10-23 13:12:33.237,"GeneralUser.lmmp",2024-10-23 13:12:33.237,"GeneralUser.lmmp",NA,"No","0",-90.5261900772395,30.3174381803265
506,"86a98eeb-b25e-443b-a6f1-7803c0070fa3",2024-10-23 10:06:00,"6","GillnetInshore","17IN","GillnetInshore17IN","6",7.73,1403,0.76,986,6.35,3.76,69.9,NA,2024-10-23 13:12:33.726,"GeneralUser.lmmp",2024-10-23 13:12:33.726,"GeneralUser.lmmp",NA,"No","0",-90.4643647619459,30.3328074850643
507,"d52d94dc-bb4b-4110-9274-5d2340ebd6fc",2024-10-24 14:33:00,"4","Electrofishing","111ESH","Electrofishing111ESH","6",4.9,757,0.37,494,6.48,3.29,75.6,NA,2024-10-28 17:15:50.161,"GeneralUser.lmmp",2024-10-28 17:15:50.161,"GeneralUser.lmmp",NA,"No","0",-90.5491948404526,30.300642371521
508,"ba048b7d-81aa-419e-bb99-6acc21d77e33",2024-10-28 09:04:00,"4","Electrofishing","AmiteStart_20241028","ElectrofishingAmiteStart_20241028",NA,5.06,991,0.5,661,6.48,4.97,74.5,"Amite River catfish genetics start, Point ID Other added later",2024-10-28 17:15:50.752,"GeneralUser.lmmp",2025-07-18 13:29:31.593,"wray.gabel_lmmp_selu",NA,"No","100",-90.5621085042336,30.2956604721966
509,"f01e9e9a-b0ad-4f36-964a-a679457a3a8a",2024-10-28 10:54:00,"6","Electrofishing","AmiteEnd_20241028","ElectrofishingAmiteEnd_20241028",NA,5.2,648,0.32,432,6.67,4.02,73.5,"Amite  River catfish genetics end, Point ID Other added later",2024-10-28 17:15:51.174,"GeneralUser.lmmp",2025-07-18 13:29:45.794,"wray.gabel_lmmp_selu",NA,"No","100",-90.5717286050217,30.2963788183998
510,"74ac36c1-bbeb-4536-adea-a8a28a16019d",2024-10-28 12:54:00,"8","Electrofishing","BlindStart_20241028","ElectrofishingBlindStart_20241028",NA,6.44,678,0.34,456,6.57,5.81,73.9,"Blind river catfish genetics start, Point ID Other added later",2024-10-28 17:15:51.874,"GeneralUser.lmmp",2025-07-18 13:29:15.606,"wray.gabel_lmmp_selu",NA,"No","0",-90.6074564650835,30.2156679487533
511,"a0b15fa5-1f51-40e3-915b-1e19ac924b58",2024-10-30 08:54:00,"4","Electrofishing","Tickfaw_20241030","ElectrofishingTickfaw_20241030",NA,4.81,760,0.39,515,6.01,2.62,73.6,"Tickfaw river, Point ID Other added later",2024-10-30 17:00:30.87,"GeneralUser.lmmp",2025-07-18 13:31:00.229,"wray.gabel_lmmp_selu",NA,"No","0",-90.5501369448912,30.3758822021658
512,"4b191879-b357-40ea-8575-117898377395",2024-10-30 13:06:00,"6","Electrofishing","Amite_20241030","ElectrofishingAmite_20241030",NA,7.51,1442,0.73,942,6.23,15.29,76.7,"Amite river, Point ID Other added later",2024-10-30 17:00:31.619,"GeneralUser.lmmp",2025-07-18 13:29:59.973,"wray.gabel_lmmp_selu",NA,"No","75",-90.5794199026563,30.2983133084629
513,"a2cd57d5-0dc5-4d5b-b1ff-08c5ab7b2ed3",2024-10-30 14:33:00,"48","Electrofishing","Amite2_20241030","ElectrofishingAmite2_20241030",NA,7.52,1456,0.73,949,6.3,17.19,76.9,"Amite river 2, Point ID Other added later",2024-10-30 17:00:32.366,"GeneralUser.lmmp",2025-07-18 13:30:19.016,"wray.gabel_lmmp_selu",NA,"No","50",-90.5734041141068,30.2975557353631
514,"69436a58-d1bc-41ac-9647-69d0437b6609",2024-10-30 14:55:00,"8","Electrofishing","Amite3_20241030","ElectrofishingAmite3_20241030",NA,7.44,1447,0.73,948,6.27,14.5,76.3,"Amite river 3, Point ID Other added later",2024-10-30 17:00:32.838,"GeneralUser.lmmp",2025-07-18 13:30:33.663,"wray.gabel_lmmp_selu",NA,"No","50",-90.5901862943634,30.3065074231818
515,"983ce059-2388-47d4-97a0-91c1f89fe719",2024-10-30 15:31:00,"12","Electrofishing","Amite4_20241030","ElectrofishingAmite4_20241030",NA,7.4,1463,0.74,957,6.28,14.65,76.5,"Amite river 4, Point ID Other added later",2024-10-30 17:00:33.238,"GeneralUser.lmmp",2025-07-18 13:30:48.083,"wray.gabel_lmmp_selu",NA,"No","75",-90.5883827139959,30.3010512664677
516,"2597e6ab-8bab-46e7-a695-e2fda890a786",2024-11-15 07:56:00,"8","Dredge","R3","DredgeR3","1",8.11,3113,1.72,2138,7.27,4.54,71.9,NA,2024-11-15 13:29:25.577,"GeneralUser.lmmp",2024-11-15 13:29:25.577,"GeneralUser.lmmp",1.61,"No","0",-90.4233319193714,30.293885343443
517,"4bb1e88e-4f28-4865-a5d5-26af18824a8c",2024-11-15 08:21:00,"4","Dredge","Q3","DredgeQ3","1",8.09,3022,1.67,2077,7.17,3.98,71.9,NA,2024-11-15 13:29:26.536,"GeneralUser.lmmp",2024-11-15 13:29:26.536,"GeneralUser.lmmp",1.42,"No","0",-90.4304979374083,30.298107136052
518,"8003eff5-0f17-4c57-bc8f-f549cd19c04d",2024-11-15 08:46:00,"3","Dredge","O6","DredgeO6","1",8.01,3539,1.98,2437,7.2,4.79,71.7,NA,2024-11-15 13:29:27.047,"GeneralUser.lmmp",2024-11-15 13:29:27.047,"GeneralUser.lmmp",1.09,"No","0",-90.4575752779957,30.2853941746471
519,"77694612-f645-466d-9b2f-3138b23c002c",2024-11-15 09:19:00,"4","Dredge","T11","DredgeT11","2",8.33,1823,0.98,1254,7.15,4.32,72,NA,2024-11-15 13:29:27.485,"GeneralUser.lmmp",2024-11-15 13:29:27.485,"GeneralUser.lmmp",1.54,"No","0",-90.4435066012535,30.2280603633981
520,"aa6f5f49-1749-4458-bd2d-4ce10ed38a39",2024-11-15 09:48:00,"4","Dredge","P11","DredgeP11","2",8.11,2685,1.47,1843,6.91,1.78,72,NA,2024-11-15 13:29:27.971,"GeneralUser.lmmp",2024-11-15 13:29:27.971,"GeneralUser.lmmp",2.26,"No","0",-90.4719560734728,30.2453191260547
521,"1d687d09-a897-418a-b165-34eacac1226c",2024-11-15 10:11:00,"4","Dredge","N13","DredgeN13","2",7.97,2890,1.59,1979,6.85,3.52,72.2,NA,2024-11-15 13:29:28.388,"GeneralUser.lmmp",2024-11-15 13:29:28.388,"GeneralUser.lmmp",0.9398,"No","0",-90.4951593432844,30.2396220490452
522,"e991649c-7064-4c74-bb33-ff0b9dc79775",2024-11-15 10:43:00,"4","Dredge","M20","DredgeM20","3",7.97,1634,0.87,1123,6.74,20.34,71.9,NA,2024-11-15 13:29:28.772,"GeneralUser.lmmp",2024-11-15 13:29:28.772,"GeneralUser.lmmp",0.381,"No","0",-90.5325437556351,30.1940203879749
523,"ece164bd-54da-4bbc-8a20-d26c5100190c",2024-11-15 11:08:00,"4","Dredge","Q16","DredgeQ16","3",8.32,1511,0.8,1037,6.95,11.1,72.1,NA,2024-11-15 13:29:29.139,"GeneralUser.lmmp",2024-11-15 13:29:29.139,"GeneralUser.lmmp",0.7112,"No","0",-90.4862099850346,30.2054508522856
524,"1abf6e10-4226-4376-ba5d-0969d7e77a83",2024-11-15 11:29:00,"4","Dredge","T17","DredgeT17","3",8.3,1559,0.83,1072,6.84,17.4,72,NA,2024-11-15 13:29:29.623,"GeneralUser.lmmp",2024-11-15 13:29:29.623,"GeneralUser.lmmp",0.44,"No","0",-90.4702525629831,30.1867488833212
525,"dc81d469-5c01-497e-acfc-6806d82d3f8a",2024-11-14 08:39:00,"2","OtterTrawl","R6","OtterTrawlR6","1",7.69,2384,1.27,1596,7.26,2.59,74.1,NA,2024-11-25 16:23:20.251,"GeneralUser.lmmp",2024-11-25 16:23:20.251,"GeneralUser.lmmp",1.9,"No","50",-90.4374075900416,30.2732893994593
526,"793dca79-1e71-4800-a7a4-1ea7205401a7",2024-11-14 09:52:00,"3","OtterTrawl","Q2","OtterTrawlQ2","1",7.89,3053,1.64,2046,7.27,5.35,74.2,NA,2024-11-25 16:23:20.997,"GeneralUser.lmmp",2024-11-25 16:23:20.997,"GeneralUser.lmmp",1.14,"No","25",-90.4276758263675,30.3062256466836
527,"ecd6a713-6b2b-40bb-89c7-87ec56c0bd06",2024-11-14 10:49:00,"2","OtterTrawl","M3","OtterTrawlM3","1",7.84,2855,1.53,1912,7.43,3.84,74.3,NA,2024-11-25 16:23:21.586,"GeneralUser.lmmp",2024-11-25 16:23:21.586,"GeneralUser.lmmp",1.04,"No","0",-90.4592672038325,30.3161921309842
528,"102d8fa4-ad4a-410c-81c2-3099e9ab6d40",2024-11-14 11:37:00,"6","OtterTrawl","N9","OtterTrawlN9","2",7.98,2953,1.58,1974,7.41,2.96,74.5,NA,2024-11-25 16:23:22.113,"GeneralUser.lmmp",2024-11-25 16:23:22.113,"GeneralUser.lmmp",1.54,"No","0",-90.4768338252492,30.2701804591432
529,"7f3b9a8a-9ac7-4e62-9441-a7787bc49308",2024-11-14 12:24:00,"2","OtterTrawl","S10","OtterTrawlS10","2",8.22,2129,1.12,1420,7.41,1.64,74.6,NA,2024-11-25 16:23:22.41,"GeneralUser.lmmp",2024-11-25 16:23:22.41,"GeneralUser.lmmp",2.1,"No","0",-90.4489265607999,30.2324282808331
530,"32824d98-b27b-4c41-aa54-4052d1194b8d",2024-11-14 13:03:00,"4","OtterTrawl","T10","OtterTrawlT10","2",8.19,2049,1.07,1368,7.3,2.73,74.5,NA,2024-11-25 16:23:22.864,"GeneralUser.lmmp",2024-11-25 16:23:22.864,"GeneralUser.lmmp",1.44,"No","0",-90.4395981150813,30.23677069276
531,"3d5ecc58-d2f1-4669-8854-02899c3da446",2024-11-14 13:45:00,"6","OtterTrawl","R19","OtterTrawlR19","3",8.14,1681,0.87,1124,7.34,16.8,74.4,NA,2024-11-25 16:23:23.47,"GeneralUser.lmmp",2024-11-25 16:23:23.47,"GeneralUser.lmmp",0.61,"No","0",-90.4929113070964,30.1815464584916
532,"674bc786-778c-442c-8e99-b5d42b060248",2024-11-25 08:07:00,"6","OtterTrawl","M17","OtterTrawlM17","3",8.36,1030,0.61,786,7.34,7.2,63.2,NA,2024-11-25 16:23:23.958,"GeneralUser.lmmp",2024-11-25 16:23:23.958,"GeneralUser.lmmp",0.98,"No","0",-90.5196109282907,30.2179074765094
533,"5b828560-d95c-45ed-bd58-149fd9408e46",2024-11-25 08:41:00,"6","OtterTrawl","N18","OtterTrawlN18","3",8.07,835,0.49,649,7.11,14.85,62.9,NA,2024-11-25 16:23:24.52,"GeneralUser.lmmp",2024-11-25 16:23:24.52,"GeneralUser.lmmp",0.75,"No","25",-90.5165371780198,30.2029299692366
534,"e2d36289-c823-48cd-a074-6cd99391cddc",2024-11-25 09:22:00,"4","OtterTrawl","K19","OtterTrawlK19","4",6.97,537,0.31,413,7.01,11.8,62.5,NA,2024-11-25 16:23:25.037,"GeneralUser.lmmp",2024-11-25 16:23:25.037,"GeneralUser.lmmp",0.77,"No","75",-90.5418284203056,30.2081920494467
535,"dce94994-e5c7-47a3-bc1e-b698c1b610de",2024-11-25 10:03:00,"128","OtterTrawl","J19","OtterTrawlJ19","4",7.07,515,0.3,394,6.8,13.42,62.8,NA,2024-11-25 16:23:25.479,"GeneralUser.lmmp",2024-11-25 16:23:25.479,"GeneralUser.lmmp",0.74,"No","50",-90.5485862413989,30.2132942671179
536,"6a7ea02b-5516-476e-b836-a4d018666caa",2024-11-25 10:39:00,"6","OtterTrawl","J21","OtterTrawlJ21","4",6.66,516,0.3,395,6.69,14.67,62.9,NA,2024-11-25 16:23:25.955,"GeneralUser.lmmp",2024-11-25 16:23:25.955,"GeneralUser.lmmp",0.44,"No","50",-90.5586608048013,30.1981661163164
537,"94fb53f1-b75a-4cb5-ade2-35182c5f9318",2024-11-25 11:27:00,"6","OtterTrawl","J14","OtterTrawlJ14","5",9.46,1943,1.14,1437,7.21,9.44,65.4,NA,2024-11-25 16:23:26.49,"GeneralUser.lmmp",2024-11-25 16:23:26.49,"GeneralUser.lmmp",1.42,"No","75",-90.5274833590984,30.248342791084
538,"9dc42311-05c7-499f-9e83-84e3897863c0",2024-11-25 12:19:00,"6","OtterTrawl","J13","OtterTrawlJ13","5",9.43,2186,1.28,1615,7.22,2.63,65.8,NA,2024-11-25 16:23:26.968,"GeneralUser.lmmp",2024-11-25 16:23:26.968,"GeneralUser.lmmp",1.64,"No","75",-90.5235336631831,30.2562048068665
539,"ef34d149-2b3a-4dc4-881a-6bfc0229bd0e",2024-11-25 12:56:00,"6","OtterTrawl","L13","OtterTrawlL13","5",9.56,1985,1.17,1469,7.33,4.23,65.5,NA,2024-11-25 16:23:27.362,"GeneralUser.lmmp",2024-11-25 16:23:27.362,"GeneralUser.lmmp",1.23,"No","50",-90.5083966666289,30.2469722405057
540,"db55cd11-f2b9-4ca2-9a0a-67e2228d99b1",2024-11-25 13:39:00,"2","OtterTrawl","G10","OtterTrawlG10","6",9.28,908,0.51,668,7.35,7.13,66.1,NA,2024-11-25 16:23:27.726,"GeneralUser.lmmp",2024-11-25 16:23:27.726,"GeneralUser.lmmp",1.06,"No","75",-90.5312735216377,30.2908779397294
